이름,속성,사용률,등급,버전,기간
야에 미코,번개,29.2,5,3.0, 2022-09-16
야에 미코,번개,28.3,5,3.0, 2022-09-01
에밀리,풀,11.7,5,5.7, 2025-07-16
에밀리,풀,12.7,5,5.6, 2025-06-16
에밀리,풀,73.3,5,5.6, 2025-05-16
에밀리,풀,23.7,5,5.5, 2025-04-16
에밀리,풀,11.4,5,5.4, 2025-03-16
에밀리,풀,16.8,5,5.4, 2025-02-16
에밀리,풀,36.8,5,5.3, 2025-01-16
에밀리,풀,34.2,5,5.2, 2024-12-16
에밀리,풀,26.8,5,5.1, 2024-11-16
에밀리,풀,29.6,5,5.1, 2024-10-16
에밀리,풀,29.9,5,5.0, 2024-09-16
에밀리,풀,38.3,5,4.8, 2024-08-16
에스코피에,얼음,95.6,5,5.7, 2025-07-16
에스코피에,얼음,95.3,5,5.6, 2025-06-16
에스코피에,얼음,66.7,5,5.6, 2025-05-16
에일로이,얼음,0.1,5,5.7, 2025-07-16
에일로이,얼음,0.1,5,5.6, 2025-06-16
에일로이,얼음,0.1,5,5.6, 2025-05-16
에일로이,얼음,0.1,5,5.5, 2025-04-16
에일로이,얼음,0.1,5,5.4, 2025-03-16
에일로이,얼음,0.1,5,5.4, 2025-02-16
에일로이,얼음,0.1,5,5.3, 2025-01-16
에일로이,얼음,0.2,5,5.2, 2024-12-16
에일로이,얼음,0.2,5,5.1, 2024-11-16
에일로이,얼음,0.8,5,5.1, 2024-10-16
에일로이,얼음,0.0,5,5.0, 2024-09-16
에일로이,얼음,0.1,5,4.8, 2024-08-16
에일로이,얼음,0.1,5,4.7, 2024-07-16
에일로이,얼음,0.1,5,4.7, 2024-06-16
에일로이,얼음,0.1,5,4.6, 2024-05-16
에일로이,얼음,0.1,5,4.6, 2024-05-01
에일로이,얼음,0.1,5,4.5, 2024-04-01
에일로이,얼음,0.1,5,4.5, 2024-03-16
에일로이,얼음,0.1,5,4.4, 2024-02-16
에일로이,얼음,0.1,5,4.4, 2024-02-01
에일로이,얼음,0.1,5,4.3, 2024-01-16
에일로이,얼음,0.1,5,4.3, 2024-01-01
에일로이,얼음,0.1,5,4.2, 2023-12-01
에일로이,얼음,0.1,5,4.2, 2023-11-16
에일로이,얼음,0.1,5,4.1, 2023-10-16
에일로이,얼음,0.1,5,4.1, 2023-10-01
에일로이,얼음,0.1,5,4.0, 2023-09-16
에일로이,얼음,0.1,5,4.0, 2023-09-01
에일로이,얼음,0.1,5,3.8, 2023-08-01
에일로이,얼음,0.1,5,3.8, 2023-07-16
에일로이,얼음,0.1,5,3.7, 2023-07-01
에일로이,얼음,0.1,5,3.7, 2023-06-16
에일로이,얼음,0.1,5,3.7, 2023-06-01
에일로이,얼음,0.1,5,3.6, 2023-05-16
에일로이,얼음,0.1,5,3.6, 2023-04-16
에일로이,얼음,0.1,5,3.5, 2023-04-01
에일로이,얼음,0.1,5,3.5, 2023-03-16
에일로이,얼음,0.1,5,3.4, 2023-02-16
에일로이,얼음,0.1,5,3.4, 2023-02-01
에일로이,얼음,0.1,5,3.4, 2023-01-16
에일로이,얼음,0.1,5,3.3, 2023-01-01
에일로이,얼음,0.1,5,3.3, 2022-12-16
에일로이,얼음,0.1,5,3.2, 2022-12-01
에일로이,얼음,0.1,5,3.2, 2022-11-16
에일로이,얼음,0.1,5,3.2, 2022-11-01
에일로이,얼음,0.1,5,3.1, 2022-10-16
에일로이,얼음,0.1,5,3.1, 2022-10-01
에일로이,얼음,0.1,5,3.0, 2022-09-16
에일로이,얼음,0.1,5,3.0, 2022-09-01
여행자,기타,2.3,5,5.7, 2025-07-16
여행자,기타,2.8,5,5.6, 2025-06-16
여행자,기타,7.8,5,5.6, 2025-05-16
여행자,기타,3.4,5,5.5, 2025-04-16
여행자,기타,1.7,5,5.4, 2025-03-16
여행자,기타,2.9,5,5.4, 2025-02-16
여행자,기타,5.1,5,5.3, 2025-01-16
여행자,기타,0.5,5,5.2, 2024-12-16
여행자,기타,1.1,5,5.1, 2024-11-16
여행자,기타,1.1,5,5.1, 2024-10-16
여행자,기타,1.4,5,5.0, 2024-09-16
여행자,기타,2.1,5,4.8, 2024-08-16
여행자,기타,1.5,5,4.7, 2024-07-16
여행자,기타,1.5,5,4.7, 2024-06-16
여행자,기타,1.6,5,4.6, 2024-05-16
여행자,기타,1.7,5,4.6, 2024-05-01
여행자,기타,1.9,5,4.5, 2024-04-01
여행자,기타,2.3,5,4.5, 2024-03-16
여행자,기타,2.4,5,4.4, 2024-02-16
여행자,기타,2.9,5,4.4, 2024-02-01
여행자,기타,4.4,5,4.3, 2024-01-16
여행자,기타,3.9,5,4.3, 2024-01-01
여행자,기타,2.4,5,4.2, 2023-12-01
여행자,기타,2.8,5,4.2, 2023-11-16
여행자,기타,3.9,5,4.1, 2023-10-16
여행자,기타,5.0,5,4.1, 2023-10-01
여행자,기타,3.6,5,4.0, 2023-09-16
여행자,기타,4.2,5,4.0, 2023-09-01
여행자,기타,10.3,5,3.8, 2023-08-01
여행자,기타,10.5,5,3.8, 2023-07-16
여행자,기타,3.2,5,3.7, 2023-07-01
여행자,기타,3.7,5,3.7, 2023-06-16
여행자,기타,5.5,5,3.7, 2023-06-01
여행자,기타,14.1,5,3.6, 2023-05-16
여행자,기타,16.1,5,3.6, 2023-04-16
여행자,기타,5.8,5,3.5, 2023-04-01
여행자,기타,6.2,5,3.5, 2023-03-16
여행자,기타,11.8,5,3.4, 2023-02-16
여행자,기타,14.0,5,3.4, 2023-02-01
여행자,기타,11.9,5,3.4, 2023-01-16
여행자,기타,12.2,5,3.3, 2023-01-01
여행자,기타,13.1,5,3.3, 2022-12-16
여행자,기타,12.5,5,3.2, 2022-12-01
여행자,기타,12.9,5,3.2, 2022-11-16
여행자,기타,23.3,5,3.2, 2022-11-01
여행자,기타,27.2,5,3.1, 2022-10-16
여행자,기타,12.4,5,3.1, 2022-10-01
여행자,기타,5.9,5,3.0, 2022-09-16
여행자,기타,4.1,5,3.0, 2022-09-01
요이미야,불,3.5,5,5.7, 2025-07-16
요이미야,불,3.3,5,5.6, 2025-06-16
요이미야,불,3.6,5,5.6, 2025-05-16
요이미야,불,4.1,5,5.5, 2025-04-16
요이미야,불,3.2,5,5.4, 2025-03-16
요이미야,불,5.2,5,5.4, 2025-02-16
요이미야,불,8.3,5,5.3, 2025-01-16
요이미야,불,6.6,5,5.2, 2024-12-16
요이미야,불,8.8,5,5.1, 2024-11-16
요이미야,불,4.7,5,5.1, 2024-10-16
요이미야,불,9.5,5,5.0, 2024-09-16
요이미야,불,6.5,5,4.8, 2024-08-16
요이미야,불,4.0,5,4.7, 2024-07-16
요이미야,불,3.1,5,4.7, 2024-06-16
요이미야,불,6.1,5,4.6, 2024-05-16
요이미야,불,6.4,5,4.6, 2024-05-01
요이미야,불,10.4,5,4.5, 2024-04-01
요이미야,불,10.0,5,4.5, 2024-03-16
요이미야,불,10.5,5,4.4, 2024-02-16
요이미야,불,12.5,5,4.4, 2024-02-01
요이미야,불,15.8,5,4.3, 2024-01-16
요이미야,불,15.7,5,4.3, 2024-01-01
요이미야,불,6.4,5,4.2, 2023-12-01
요이미야,불,6.3,5,4.2, 2023-11-16
요이미야,불,11.4,5,4.1, 2023-10-16
요이미야,불,14.5,5,4.1, 2023-10-01
요이미야,불,11.8,5,4.0, 2023-09-16
요이미야,불,10.7,5,4.0, 2023-09-01
요이미야,불,4.5,5,3.8, 2023-08-01
요이미야,불,4.9,5,3.8, 2023-07-16
요이미야,불,10.3,5,3.7, 2023-07-01
요이미야,불,11.6,5,3.7, 2023-06-16
요이미야,불,18.5,5,3.7, 2023-06-01
요이미야,불,7.0,5,3.6, 2023-05-16
요이미야,불,8.2,5,3.6, 2023-04-16
요이미야,불,14.4,5,3.5, 2023-04-01
요이미야,불,18.6,5,3.5, 2023-03-16
요이미야,불,12.6,5,3.4, 2023-02-16
요이미야,불,12.1,5,3.4, 2023-02-01
요이미야,불,33.5,5,3.4, 2023-01-16
요이미야,불,31.1,5,3.3, 2023-01-01
요이미야,불,34.6,5,3.3, 2022-12-16
요이미야,불,52.4,5,3.2, 2022-12-01
요이미야,불,59.9,5,3.2, 2022-11-16
요이미야,불,24.9,5,3.2, 2022-11-01
요이미야,불,24.1,5,3.1, 2022-10-16
요이미야,불,29.6,5,3.1, 2022-10-01
요이미야,불,42.0,5,3.0, 2022-09-16
요이미야,불,44.3,5,3.0, 2022-09-01
유라,얼음,1.9,5,5.7, 2025-07-16
유라,얼음,2.1,5,5.6, 2025-06-16
유라,얼음,2.0,5,5.6, 2025-05-16
유라,얼음,2.0,5,5.5, 2025-04-16
유라,얼음,2.4,5,5.4, 2025-03-16
유라,얼음,3.6,5,5.4, 2025-02-16
유라,얼음,2.6,5,5.3, 2025-01-16
유라,얼음,1.8,5,5.2, 2024-12-16
유라,얼음,3.5,5,5.1, 2024-11-16
유라,얼음,3.8,5,5.1, 2024-10-16
유라,얼음,3.1,5,5.0, 2024-09-16
유라,얼음,4.3,5,4.8, 2024-08-16
유라,얼음,3.0,5,4.7, 2024-07-16
유라,얼음,1.7,5,4.7, 2024-06-16
유라,얼음,3.8,5,4.6, 2024-05-16
유라,얼음,2.6,5,4.6, 2024-05-01
유라,얼음,5.9,5,4.5, 2024-04-01
유라,얼음,5.0,5,4.5, 2024-03-16
유라,얼음,3.9,5,4.4, 2024-02-16
유라,얼음,3.0,5,4.4, 2024-02-01
유라,얼음,4.7,5,4.3, 2024-01-16
유라,얼음,4.5,5,4.3, 2024-01-01
유라,얼음,4.0,5,4.2, 2023-12-01
유라,얼음,3.2,5,4.2, 2023-11-16
유라,얼음,4.4,5,4.1, 2023-10-16
유라,얼음,3.7,5,4.1, 2023-10-01
유라,얼음,5.3,5,4.0, 2023-09-16
유라,얼음,3.9,5,4.0, 2023-09-01
유라,얼음,7.1,5,3.8, 2023-08-01
유라,얼음,9.0,5,3.8, 2023-07-16
유라,얼음,3.7,5,3.7, 2023-07-01
유라,얼음,3.4,5,3.7, 2023-06-16
유라,얼음,3.0,5,3.7, 2023-06-01
유라,얼음,4.5,5,3.6, 2023-05-16
유라,얼음,4.0,5,3.6, 2023-04-16
유라,얼음,4.2,5,3.5, 2023-04-01
유라,얼음,3.4,5,3.5, 2023-03-16
유라,얼음,5.6,5,3.4, 2023-02-16
유라,얼음,5.8,5,3.4, 2023-02-01
유라,얼음,8.9,5,3.4, 2023-01-16
유라,얼음,7.3,5,3.3, 2023-01-01
유라,얼음,6.7,5,3.3, 2022-12-16
유라,얼음,6.6,5,3.2, 2022-12-01
유라,얼음,7.2,5,3.2, 2022-11-16
유라,얼음,15.1,5,3.2, 2022-11-01
유라,얼음,15.9,5,3.1, 2022-10-16
유라,얼음,17.0,5,3.1, 2022-10-01
유라,얼음,21.8,5,3.0, 2022-09-16
유라,얼음,20.9,5,3.0, 2022-09-01
유메미즈키 미즈키,바람,0.2,5,5.7, 2025-07-16
유메미즈키 미즈키,바람,0.2,5,5.6, 2025-06-16
유메미즈키 미즈키,바람,0.6,5,5.6, 2025-05-16
유메미즈키 미즈키,바람,0.8,5,5.5, 2025-04-16
유메미즈키 미즈키,바람,5.0,5,5.4, 2025-03-16
유메미즈키 미즈키,바람,27.4,5,5.4, 2025-02-16
종려,바위,12.8,5,5.7, 2025-07-16
종려,바위,16.4,5,5.6, 2025-06-16
종려,바위,19.7,5,5.6, 2025-05-16
종려,바위,44.7,5,5.5, 2025-04-16
종려,바위,38.4,5,5.4, 2025-03-16
종려,바위,39.1,5,5.4, 2025-02-16
종려,바위,39.4,5,5.3, 2025-01-16
종려,바위,66.7,5,5.2, 2024-12-16
종려,바위,70.8,5,5.1, 2024-11-16
종려,바위,82.3,5,5.1, 2024-10-16
종려,바위,72.4,5,5.0, 2024-09-16
종려,바위,93.0,5,4.8, 2024-08-16
종려,바위,61.5,5,4.7, 2024-07-16
종려,바위,65.9,5,4.7, 2024-06-16
종려,바위,69.8,5,4.6, 2024-05-16
종려,바위,70.2,5,4.6, 2024-05-01
종려,바위,89.0,5,4.5, 2024-04-01
종려,바위,89.3,5,4.5, 2024-03-16
종려,바위,68.2,5,4.4, 2024-02-16
종려,바위,71.7,5,4.4, 2024-02-01
종려,바위,83.2,5,4.3, 2024-01-16
종려,바위,85.4,5,4.3, 2024-01-01
종려,바위,64.5,5,4.2, 2023-12-01
종려,바위,64.8,5,4.2, 2023-11-16
종려,바위,67.8,5,4.1, 2023-10-16
종려,바위,67.1,5,4.1, 2023-10-01
종려,바위,58.7,5,4.0, 2023-09-16
종려,바위,61.8,5,4.0, 2023-09-01
종려,바위,48.9,5,3.8, 2023-08-01
종려,바위,51.7,5,3.8, 2023-07-16
종려,바위,61.4,5,3.7, 2023-07-01
종려,바위,62.9,5,3.7, 2023-06-16
종려,바위,66.5,5,3.7, 2023-06-01
종려,바위,61.2,5,3.6, 2023-05-16
종려,바위,65.7,5,3.6, 2023-04-16
종려,바위,59.8,5,3.5, 2023-04-01
종려,바위,65.3,5,3.5, 2023-03-16
종려,바위,81.1,5,3.4, 2023-02-16
종려,바위,75.0,5,3.4, 2023-02-01
종려,바위,87.1,5,3.4, 2023-01-16
종려,바위,85.8,5,3.3, 2023-01-01
종려,바위,87.9,5,3.3, 2022-12-16
종려,바위,79.7,5,3.2, 2022-12-01
종려,바위,80.4,5,3.2, 2022-11-16
종려,바위,67.9,5,3.2, 2022-11-01
종려,바위,67.2,5,3.1, 2022-10-16
종려,바위,73.2,5,3.1, 2022-10-01
종려,바위,81.8,5,3.0, 2022-09-16
종려,바위,83.9,5,3.0, 2022-09-01
진,바람,0.4,5,5.7, 2025-07-16
진,바람,0.9,5,5.6, 2025-06-16
진,바람,2.3,5,5.6, 2025-05-16
진,바람,2.3,5,5.5, 2025-04-16
진,바람,5.5,5,5.4, 2025-03-16
진,바람,4.2,5,5.4, 2025-02-16
진,바람,2.1,5,5.3, 2025-01-16
진,바람,4.1,5,5.2, 2024-12-16
진,바람,4.1,5,5.1, 2024-11-16
진,바람,5.1,5,5.1, 2024-10-16
진,바람,6.2,5,5.0, 2024-09-16
진,바람,7.7,5,4.8, 2024-08-16
진,바람,9.5,5,4.7, 2024-07-16
진,바람,9.8,5,4.7, 2024-06-16
진,바람,9.6,5,4.6, 2024-05-16
진,바람,9.3,5,4.6, 2024-05-01
진,바람,9.9,5,4.5, 2024-04-01
진,바람,10.3,5,4.5, 2024-03-16
진,바람,9.7,5,4.4, 2024-02-16
진,바람,13.3,5,4.4, 2024-02-01
진,바람,11.8,5,4.3, 2024-01-16
진,바람,12.1,5,4.3, 2024-01-01
진,바람,18.7,5,4.2, 2023-12-01
진,바람,19.6,5,4.2, 2023-11-16
진,바람,2.5,5,4.1, 2023-10-16
진,바람,2.4,5,4.1, 2023-10-01
진,바람,1.6,5,4.0, 2023-09-16
진,바람,1.9,5,4.0, 2023-09-01
진,바람,1.8,5,3.8, 2023-08-01
진,바람,2.1,5,3.8, 2023-07-16
진,바람,5.6,5,3.7, 2023-07-01
진,바람,6.4,5,3.7, 2023-06-16
진,바람,5.4,5,3.7, 2023-06-01
진,바람,2.6,5,3.6, 2023-05-16
진,바람,2.6,5,3.6, 2023-04-16
진,바람,3.0,5,3.5, 2023-04-01
진,바람,3.2,5,3.5, 2023-03-16
진,바람,2.7,5,3.4, 2023-02-16
진,바람,2.6,5,3.4, 2023-02-01
진,바람,4.9,5,3.4, 2023-01-16
진,바람,5.4,5,3.3, 2023-01-01
진,바람,5.4,5,3.3, 2022-12-16
진,바람,3.0,5,3.2, 2022-12-01
진,바람,3.5,5,3.2, 2022-11-16
진,바람,2.5,5,3.2, 2022-11-01
진,바람,2.9,5,3.1, 2022-10-16
진,바람,3.4,5,3.1, 2022-10-01
진,바람,3.7,5,3.0, 2022-09-16
진,바람,5.3,5,3.0, 2022-09-01
차스카,바람,17.0,5,5.7, 2025-07-16
차스카,바람,16.7,5,5.6, 2025-06-16
차스카,바람,30.3,5,5.6, 2025-05-16
차스카,바람,23.8,5,5.5, 2025-04-16
차스카,바람,22.2,5,5.4, 2025-03-16
차스카,바람,28.9,5,5.4, 2025-02-16
차스카,바람,61.9,5,5.3, 2025-01-16
차스카,바람,58.6,5,5.2, 2024-12-16
치오리,바위,9.3,5,5.7, 2025-07-16
치오리,바위,11.4,5,5.6, 2025-06-16
치오리,바위,10.9,5,5.6, 2025-05-16
치오리,바위,23.4,5,5.5, 2025-04-16
치오리,바위,13.6,5,5.4, 2025-03-16
치오리,바위,15.9,5,5.4, 2025-02-16
치오리,바위,16.6,5,5.3, 2025-01-16
치오리,바위,32.4,5,5.2, 2024-12-16
치오리,바위,31.3,5,5.1, 2024-11-16
치오리,바위,47.8,5,5.1, 2024-10-16
치오리,바위,25.8,5,5.0, 2024-09-16
치오리,바위,46.7,5,4.8, 2024-08-16
치오리,바위,21.6,5,4.7, 2024-07-16
치오리,바위,18.0,5,4.7, 2024-06-16
치오리,바위,25.0,5,4.6, 2024-05-16
치오리,바위,25.2,5,4.6, 2024-05-01
치오리,바위,53.2,5,4.5, 2024-04-01
치오리,바위,49.2,5,4.5, 2024-03-16
치치,얼음,0.5,5,5.7, 2025-07-16
치치,얼음,0.4,5,5.6, 2025-06-16
치치,얼음,0.2,5,5.6, 2025-05-16
치치,얼음,0.2,5,5.5, 2025-04-16
치치,얼음,0.3,5,5.4, 2025-03-16
치치,얼음,0.7,5,5.4, 2025-02-16
치치,얼음,0.7,5,5.3, 2025-01-16
치치,얼음,0.2,5,5.2, 2024-12-16
치치,얼음,0.3,5,5.1, 2024-11-16
치치,얼음,0.3,5,5.1, 2024-10-16
치치,얼음,0.3,5,5.0, 2024-09-16
치치,얼음,0.5,5,4.8, 2024-08-16
치치,얼음,0.5,5,4.7, 2024-07-16
치치,얼음,0.6,5,4.7, 2024-06-16
치치,얼음,0.4,5,4.6, 2024-05-16
치치,얼음,0.4,5,4.6, 2024-05-01
치치,얼음,0.6,5,4.5, 2024-04-01
치치,얼음,0.5,5,4.5, 2024-03-16
치치,얼음,0.4,5,4.4, 2024-02-16
치치,얼음,0.4,5,4.4, 2024-02-01
치치,얼음,0.5,5,4.3, 2024-01-16
치치,얼음,0.4,5,4.3, 2024-01-01
치치,얼음,0.7,5,4.2, 2023-12-01
치치,얼음,0.6,5,4.2, 2023-11-16
치치,얼음,0.7,5,4.1, 2023-10-16
치치,얼음,0.5,5,4.1, 2023-10-01
치치,얼음,0.4,5,4.0, 2023-09-16
치치,얼음,0.3,5,4.0, 2023-09-01
치치,얼음,0.5,5,3.8, 2023-08-01
치치,얼음,0.4,5,3.8, 2023-07-16
치치,얼음,0.2,5,3.7, 2023-07-01
치치,얼음,0.2,5,3.7, 2023-06-16
치치,얼음,0.3,5,3.7, 2023-06-01
치치,얼음,0.4,5,3.6, 2023-05-16
치치,얼음,0.4,5,3.6, 2023-04-16
치치,얼음,1.0,5,3.5, 2023-04-01
치치,얼음,0.9,5,3.5, 2023-03-16
치치,얼음,0.9,5,3.4, 2023-02-16
치치,얼음,1.1,5,3.4, 2023-02-01
치치,얼음,2.9,5,3.4, 2023-01-16
치치,얼음,2.3,5,3.3, 2023-01-01
치치,얼음,1.8,5,3.3, 2022-12-16
치치,얼음,1.4,5,3.2, 2022-12-01
치치,얼음,1.8,5,3.2, 2022-11-16
치치,얼음,1.9,5,3.2, 2022-11-01
치치,얼음,1.7,5,3.1, 2022-10-16
치치,얼음,1.8,5,3.1, 2022-10-01
치치,얼음,3.0,5,3.0, 2022-09-16
치치,얼음,4.0,5,3.0, 2022-09-01
카미사토 아야카,얼음,27.0,5,5.7, 2025-07-16
카미사토 아야카,얼음,67.3,5,5.6, 2025-06-16
카미사토 아야카,얼음,29.6,5,5.6, 2025-05-16
카미사토 아야카,얼음,17.2,5,5.5, 2025-04-16
카미사토 아야카,얼음,6.2,5,5.4, 2025-03-16
카미사토 아야카,얼음,15.0,5,5.4, 2025-02-16
카미사토 아야카,얼음,8.9,5,5.3, 2025-01-16
카미사토 아야카,얼음,4.1,5,5.2, 2024-12-16
카미사토 아야카,얼음,7.2,5,5.1, 2024-11-16
카미사토 아야카,얼음,8.7,5,5.1, 2024-10-16
카미사토 아야카,얼음,6.0,5,5.0, 2024-09-16
카미사토 아야카,얼음,9.1,5,4.8, 2024-08-16
카미사토 아야카,얼음,7.6,5,4.7, 2024-07-16
카미사토 아야카,얼음,8.3,5,4.7, 2024-06-16
카미사토 아야카,얼음,7.8,5,4.6, 2024-05-16
카미사토 아야카,얼음,7.1,5,4.6, 2024-05-01
카미사토 아야카,얼음,7.4,5,4.5, 2024-04-01
카미사토 아야카,얼음,7.5,5,4.5, 2024-03-16
카미사토 아야카,얼음,17.8,5,4.4, 2024-02-16
카미사토 아야카,얼음,20.5,5,4.4, 2024-02-01
카미사토 아야카,얼음,8.5,5,4.3, 2024-01-16
카미사토 아야카,얼음,9.5,5,4.3, 2024-01-01
카미사토 아야카,얼음,10.0,5,4.2, 2023-12-01
카미사토 아야카,얼음,7.7,5,4.2, 2023-11-16
카미사토 아야카,얼음,23.6,5,4.1, 2023-10-16
카미사토 아야카,얼음,30.2,5,4.1, 2023-10-01
카미사토 아야카,얼음,22.7,5,4.0, 2023-09-16
카미사토 아야카,얼음,27.5,5,4.0, 2023-09-01
카미사토 아야카,얼음,48.0,5,3.8, 2023-08-01
카미사토 아야카,얼음,40.8,5,3.8, 2023-07-16
카미사토 아야카,얼음,44.9,5,3.7, 2023-07-01
카미사토 아야카,얼음,46.0,5,3.7, 2023-06-16
카미사토 아야카,얼음,44.9,5,3.7, 2023-06-01
카미사토 아야카,얼음,25.1,5,3.6, 2023-05-16
카미사토 아야카,얼음,30.6,5,3.6, 2023-04-16
카미사토 아야카,얼음,51.0,5,3.5, 2023-04-01
카미사토 아야카,얼음,42.3,5,3.5, 2023-03-16
카미사토 아야카,얼음,25.9,5,3.4, 2023-02-16
카미사토 아야카,얼음,31.7,5,3.4, 2023-02-01
카미사토 아야카,얼음,42.0,5,3.4, 2023-01-16
카미사토 아야카,얼음,37.3,5,3.3, 2023-01-01
카미사토 아야카,얼음,35.3,5,3.3, 2022-12-16
카미사토 아야카,얼음,41.0,5,3.2, 2022-12-01
카미사토 아야카,얼음,46.6,5,3.2, 2022-11-16
카미사토 아야카,얼음,55.5,5,3.2, 2022-11-01
카미사토 아야카,얼음,60.3,5,3.1, 2022-10-16
카미사토 아야카,얼음,70.3,5,3.1, 2022-10-01
카미사토 아야카,얼음,71.0,5,3.0, 2022-09-16
카미사토 아야카,얼음,66.2,5,3.0, 2022-09-01
카미사토 아야토,물,2.8,5,5.7, 2025-07-16
카미사토 아야토,물,3.9,5,5.6, 2025-06-16
카미사토 아야토,물,4.1,5,5.6, 2025-05-16
카미사토 아야토,물,2.1,5,5.5, 2025-04-16
카미사토 아야토,물,6.7,5,5.4, 2025-03-16
카미사토 아야토,물,3.7,5,5.4, 2025-02-16
카미사토 아야토,물,2.0,5,5.3, 2025-01-16
카미사토 아야토,물,6.2,5,5.2, 2024-12-16
카미사토 아야토,물,5.5,5,5.1, 2024-11-16
카미사토 아야토,물,5.9,5,5.1, 2024-10-16
카미사토 아야토,물,7.5,5,5.0, 2024-09-16
카미사토 아야토,물,6.0,5,4.8, 2024-08-16
카미사토 아야토,물,13.5,5,4.7, 2024-07-16
카미사토 아야토,물,12.3,5,4.7, 2024-06-16
카미사토 아야토,물,10.0,5,4.6, 2024-05-16
카미사토 아야토,물,9.3,5,4.6, 2024-05-01
카미사토 아야토,물,14.1,5,4.5, 2024-04-01
카미사토 아야토,물,13.1,5,4.5, 2024-03-16
카미사토 아야토,물,10.9,5,4.4, 2024-02-16
카미사토 아야토,물,11.2,5,4.4, 2024-02-01
카미사토 아야토,물,11.7,5,4.3, 2024-01-16
카미사토 아야토,물,10.2,5,4.3, 2024-01-01
카미사토 아야토,물,18.3,5,4.2, 2023-12-01
카미사토 아야토,물,13.7,5,4.2, 2023-11-16
카미사토 아야토,물,13.6,5,4.1, 2023-10-16
카미사토 아야토,물,20.1,5,4.1, 2023-10-01
카미사토 아야토,물,28.8,5,4.0, 2023-09-16
카미사토 아야토,물,29.0,5,4.0, 2023-09-01
카미사토 아야토,물,32.9,5,3.8, 2023-08-01
카미사토 아야토,물,34.6,5,3.8, 2023-07-16
카미사토 아야토,물,25.3,5,3.7, 2023-07-01
카미사토 아야토,물,23.9,5,3.7, 2023-06-16
카미사토 아야토,물,24.1,5,3.7, 2023-06-01
카미사토 아야토,물,28.0,5,3.6, 2023-05-16
카미사토 아야토,물,23.8,5,3.6, 2023-04-16
카미사토 아야토,물,24.9,5,3.5, 2023-04-01
카미사토 아야토,물,25.2,5,3.5, 2023-03-16
카미사토 아야토,물,32.0,5,3.4, 2023-02-16
카미사토 아야토,물,34.8,5,3.4, 2023-02-01
카미사토 아야토,물,42.0,5,3.4, 2023-01-16
카미사토 아야토,물,36.0,5,3.3, 2023-01-01
카미사토 아야토,물,29.8,5,3.3, 2022-12-16
카미사토 아야토,물,30.9,5,3.2, 2022-12-01
카미사토 아야토,물,31.7,5,3.2, 2022-11-16
카미사토 아야토,물,35.6,5,3.2, 2022-11-01
카미사토 아야토,물,32.5,5,3.1, 2022-10-16
카미사토 아야토,물,32.5,5,3.1, 2022-10-01
카미사토 아야토,물,33.5,5,3.0, 2022-09-16
카미사토 아야토,물,34.5,5,3.0, 2022-09-01
카에데하라 카즈하,바람,29.4,5,5.7, 2025-07-16
카에데하라 카즈하,바람,35.4,5,5.6, 2025-06-16
카에데하라 카즈하,바람,53.9,5,5.6, 2025-05-16
카에데하라 카즈하,바람,62.6,5,5.5, 2025-04-16
카에데하라 카즈하,바람,81.0,5,5.4, 2025-03-16
카에데하라 카즈하,바람,74.8,5,5.4, 2025-02-16
카에데하라 카즈하,바람,53.4,5,5.3, 2025-01-16
카에데하라 카즈하,바람,66.5,5,5.2, 2024-12-16
카에데하라 카즈하,바람,67.6,5,5.1, 2024-11-16
카에데하라 카즈하,바람,70.4,5,5.1, 2024-10-16
카에데하라 카즈하,바람,74.2,5,5.0, 2024-09-16
카에데하라 카즈하,바람,76.1,5,4.8, 2024-08-16
카에데하라 카즈하,바람,86.2,5,4.7, 2024-07-16
카에데하라 카즈하,바람,86.2,5,4.7, 2024-06-16
카에데하라 카즈하,바람,79.6,5,4.6, 2024-05-16
카에데하라 카즈하,바람,81.8,5,4.6, 2024-05-01
카에데하라 카즈하,바람,74.2,5,4.5, 2024-04-01
카에데하라 카즈하,바람,74.0,5,4.5, 2024-03-16
카에데하라 카즈하,바람,65.7,5,4.4, 2024-02-16
카에데하라 카즈하,바람,72.1,5,4.4, 2024-02-01
카에데하라 카즈하,바람,55.6,5,4.3, 2024-01-16
카에데하라 카즈하,바람,59.3,5,4.3, 2024-01-01
카에데하라 카즈하,바람,76.8,5,4.2, 2023-12-01
카에데하라 카즈하,바람,74.7,5,4.2, 2023-11-16
카에데하라 카즈하,바람,75.9,5,4.1, 2023-10-16
카에데하라 카즈하,바람,82.2,5,4.1, 2023-10-01
카에데하라 카즈하,바람,79.2,5,4.0, 2023-09-16
카에데하라 카즈하,바람,77.8,5,4.0, 2023-09-01
카에데하라 카즈하,바람,81.8,5,3.8, 2023-08-01
카에데하라 카즈하,바람,80.9,5,3.8, 2023-07-16
카에데하라 카즈하,바람,93.0,5,3.7, 2023-07-01
카에데하라 카즈하,바람,92.0,5,3.7, 2023-06-16
카에데하라 카즈하,바람,90.9,5,3.7, 2023-06-01
카에데하라 카즈하,바람,59.7,5,3.6, 2023-05-16
카에데하라 카즈하,바람,67.1,5,3.6, 2023-04-16
카에데하라 카즈하,바람,75.3,5,3.5, 2023-04-01
카에데하라 카즈하,바람,71.1,5,3.5, 2023-03-16
카에데하라 카즈하,바람,76.9,5,3.4, 2023-02-16
